,reinspection,recent_inspection,task_force,special_event,canvass,closeup,liquor,fire,no_entry,complaint,license,risk,prev_fail,cumulative_failures,ever_failed,cumulative_inspections,proportion_past_failures,days_since_last_inspection,tmax,tmin,tmax_3,tmax_5,ward,police_district,cluster,crime_count_theft,crime_count_burglary,crime_count_other_crime,sanitation_violation_count,inspection_week,risk_description_All,risk_description_Missing,risk_description_Risk 1 (High),risk_description_Risk 2 (Medium),risk_description_Risk 3 (Low),conditional_approval_Missing,conditional_approval_N,conditional_approval_Y,license_status_AAC,license_status_AAI,license_status_Missing,license_status_REV,inspection_weekday_Friday,inspection_weekday_Monday,inspection_weekday_Saturday,inspection_weekday_Sunday,inspection_weekday_Thursday,inspection_weekday_Tuesday,inspection_weekday_Wednesday
895,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,9,0.222222222222,7.0,70.0,55.0,74.6666666667,73.8,33.0,17.0,8655.0,18.0,13.0,111.0,33.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
894,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,0.0,182.0,70.0,55.0,74.6666666667,73.8,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
893,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0.0,474.0,70.0,55.0,74.6666666667,73.8,2.0,12.0,6866.0,15.0,4.0,59.0,71.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
886,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.0,0.0,70.0,55.0,74.6666666667,73.8,42.0,1.0,6375.0,352.0,7.0,219.0,72.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
899,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0.0,1.0,70.0,55.0,74.6666666667,73.8,40.0,20.0,8864.0,19.0,5.0,40.0,33.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
887,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,70.0,55.0,74.6666666667,73.8,4.0,2.0,4777.0,20.0,2.0,80.0,43.0,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
892,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,70.0,55.0,74.6666666667,73.8,7.0,4.0,2288.0,8.0,6.0,35.0,80.0,39,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
929,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,5,0.4,7.0,70.0,55.0,74.6666666667,73.8,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
903,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0.0,0.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,3478.0,20.0,12.0,161.0,57.0,39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
932,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0.0,217.0,70.0,55.0,74.6666666667,73.8,42.0,1.0,6274.0,232.0,3.0,173.0,35.0,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
933,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,264.0,70.0,55.0,74.6666666667,73.8,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
934,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,70.0,55.0,74.6666666667,73.8,27.0,18.0,6772.0,42.0,15.0,71.0,15.0,39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
935,1,0,0,0,0,0,0,0,0,1,0,1,1,9,1,24,0.375,7.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,6245.0,41.0,3.0,436.0,102.0,39,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
936,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,0.0,0.0,70.0,55.0,74.6666666667,73.8,25.0,9.0,5573.0,67.0,6.0,110.0,63.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
937,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,0.0,70.0,55.0,74.6666666667,73.8,25.0,12.0,5569.0,6.0,2.0,13.0,2.0,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
940,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,0.0,70.0,55.0,74.6666666667,73.8,25.0,12.0,5569.0,6.0,2.0,13.0,2.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
941,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0.0,294.0,70.0,55.0,74.6666666667,73.8,42.0,18.0,6675.0,313.0,2.0,188.0,23.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
942,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,14,0.0,0.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,3546.0,12.0,4.0,34.0,31.0,39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
943,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,7245.0,22.0,2.0,69.0,38.0,39,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
944,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,7245.0,22.0,2.0,69.0,38.0,39,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
945,1,0,0,0,1,0,0,0,0,0,0,1,1,3,1,17,0.176470588235,7.0,70.0,55.0,74.6666666667,73.8,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
946,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,21.0,70.0,55.0,74.6666666667,73.8,25.0,12.0,5467.0,2.0,0.0,3.0,0.0,39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
947,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,326.0,70.0,55.0,74.6666666667,73.8,47.0,19.0,8361.0,32.0,2.0,29.0,55.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
948,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.0,482.0,70.0,55.0,74.6666666667,73.8,40.0,20.0,8658.0,16.0,0.0,58.0,30.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
949,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0.0,0.0,70.0,55.0,74.6666666667,73.8,45.0,16.0,8938.0,7.0,0.0,15.0,17.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
950,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,0.0,0.0,70.0,55.0,74.6666666667,73.8,1.0,12.0,6564.0,26.0,4.0,53.0,44.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
951,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3,0.333333333333,4.0,70.0,55.0,74.6666666667,73.8,11.0,12.0,5870.0,15.0,2.0,21.0,7.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
888,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0.0,809.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,8560.0,16.0,2.0,25.0,31.0,39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
928,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,3971.0,11.0,0.0,77.0,37.0,39,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
904,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0.0,0.0,70.0,55.0,74.6666666667,73.8,27.0,11.0,6651.0,25.0,7.0,217.0,43.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
905,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0.0,341.0,70.0,55.0,74.6666666667,73.8,6.0,7.0,3369.0,18.0,12.0,108.0,177.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
939,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,11,0.0,0.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,9335.0,20.0,3.0,20.0,55.0,39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
907,1,0,0,0,0,0,0,0,0,0,1,2,1,2,1,3,0.666666666667,4.0,70.0,55.0,74.6666666667,73.8,40.0,20.0,8857.0,13.0,8.0,42.0,39.0,39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
927,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,7441.0,8.0,5.0,55.0,22.0,39,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
926,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,349.0,70.0,55.0,74.6666666667,73.8,40.0,19.0,8658.0,16.0,0.0,58.0,30.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
906,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,70.0,55.0,74.6666666667,73.8,23.0,8.0,3942.0,3.0,1.0,12.0,19.0,39,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
925,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,1.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,3670.0,38.0,2.0,91.0,7.0,39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
924,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,0.0,0.0,70.0,55.0,74.6666666667,73.8,18.0,8.0,3258.0,11.0,6.0,54.0,29.0,39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
921,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,0.0,0.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,6372.0,58.0,0.0,48.0,13.0,39,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
920,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0.0,0.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,8162.0,13.0,1.0,16.0,30.0,39,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
919,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0.0,131.0,70.0,55.0,74.6666666667,73.8,16.0,7.0,3965.0,11.0,2.0,95.0,46.0,39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
917,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,315.0,70.0,55.0,74.6666666667,73.8,40.0,20.0,8864.0,19.0,5.0,40.0,33.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
916,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19,0.0,0.0,70.0,55.0,74.6666666667,73.8,42.0,1.0,6375.0,352.0,7.0,219.0,72.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
915,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,70.0,55.0,74.6666666667,73.8,42.0,18.0,6676.0,200.0,7.0,224.0,26.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
918,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.0,336.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,3971.0,11.0,0.0,77.0,37.0,39,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
914,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.0,473.0,70.0,55.0,74.6666666667,73.8,39.0,16.0,9236.0,3.0,4.0,19.0,40.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
908,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,0.0,0.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,8465.0,12.0,7.0,24.0,20.0,39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
889,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,9,0.0,0.0,70.0,55.0,74.6666666667,73.8,42.0,1.0,6273.0,167.0,3.0,161.0,17.0,39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
910,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0.0,372.0,70.0,55.0,74.6666666667,73.8,44.0,19.0,7966.0,21.0,6.0,34.0,48.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
911,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21,0.0,196.0,70.0,55.0,74.6666666667,73.8,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,39,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
912,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,0.0,215.0,70.0,55.0,74.6666666667,73.8,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
909,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,70.0,55.0,74.6666666667,73.8,27.0,18.0,6772.0,42.0,15.0,71.0,15.0,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
931,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0.0,0.0,70.0,55.0,74.6666666667,73.8,5.0,0.0,3880.0,20.0,0.0,32.0,1.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
890,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.0,1.0,70.0,55.0,74.6666666667,73.8,16.0,7.0,3670.0,38.0,2.0,91.0,7.0,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
913,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,70.0,55.0,74.6666666667,73.8,31.0,25.0,7647.0,15.0,7.0,50.0,58.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
858,1,0,0,0,0,0,0,0,0,1,0,1,1,4,1,11,0.363636363636,9.0,63.0,51.0,67.6666666667,71.8,0.0,0.0,8767.0,39.0,9.0,160.0,56.0,39,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
876,1,0,0,0,0,0,0,0,0,1,0,2,1,3,1,10,0.3,2.0,63.0,51.0,67.6666666667,71.8,0.0,0.0,9963.0,229.0,7.0,347.0,39.0,39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
862,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,4,0.5,12.0,63.0,51.0,67.6666666667,71.8,50.0,24.0,9358.0,10.0,7.0,57.0,54.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
883,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,0.0,63.0,51.0,67.6666666667,71.8,28.0,12.0,5966.0,24.0,13.0,90.0,25.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
882,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,0.0,181.0,63.0,51.0,67.6666666667,71.8,41.0,16.0,9604.0,0.0,0.0,0.0,0.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
855,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,0.0,504.0,63.0,51.0,67.6666666667,71.8,27.0,12.0,6461.0,7.0,2.0,11.0,9.0,39,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
868,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,63.0,51.0,67.6666666667,71.8,48.0,0.0,9366.0,20.0,3.0,54.0,53.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
877,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0.0,0.0,63.0,51.0,67.6666666667,71.8,4.0,2.0,4183.0,26.0,2.0,44.0,24.0,39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
856,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0.0,127.0,63.0,51.0,67.6666666667,71.8,8.0,4.0,3087.0,42.0,5.0,91.0,32.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
879,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0.0,616.0,63.0,51.0,67.6666666667,71.8,0.0,0.0,5573.0,67.0,6.0,110.0,63.0,39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
869,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,10,0.0,22.0,63.0,51.0,67.6666666667,71.8,27.0,18.0,7072.0,27.0,3.0,113.0,67.0,39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
866,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.0,1.0,63.0,51.0,67.6666666667,71.8,42.0,1.0,6375.0,352.0,7.0,219.0,72.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
857,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,198.0,63.0,51.0,67.6666666667,71.8,42.0,0.0,6275.0,352.0,6.0,377.0,26.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
859,0,0,0,0,0,0,0,0,0,1,0,2,1,3,1,7,0.428571428571,47.0,63.0,51.0,67.6666666667,71.8,6.0,6.0,2478.0,12.0,2.0,28.0,80.0,39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
852,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0.0,22.0,63.0,51.0,67.6666666667,71.8,50.0,17.0,9253.0,9.0,3.0,15.0,16.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
870,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,7.0,63.0,51.0,67.6666666667,71.8,47.0,20.0,8663.0,45.0,2.0,31.0,32.0,39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
861,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,0.0,139.0,63.0,51.0,67.6666666667,71.8,19.0,22.0,1861.0,6.0,2.0,17.0,10.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
860,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,348.0,63.0,51.0,67.6666666667,71.8,47.0,19.0,8361.0,32.0,2.0,29.0,55.0,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
878,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.0,0.0,63.0,51.0,67.6666666667,71.8,42.0,18.0,6577.0,55.0,4.0,57.0,13.0,39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
875,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0.0,188.0,63.0,51.0,67.6666666667,71.8,42.0,1.0,6273.0,167.0,3.0,161.0,17.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
853,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0.0,216.0,63.0,51.0,67.6666666667,71.8,44.0,19.0,8068.0,108.0,7.0,234.0,53.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
874,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0.0,0.0,63.0,51.0,67.6666666667,71.8,4.0,2.0,4183.0,26.0,2.0,44.0,24.0,39,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
863,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0.0,0.0,63.0,51.0,67.6666666667,71.8,12.0,9.0,4758.0,9.0,3.0,83.0,30.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
841,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0.0,63.0,51.0,67.6666666667,71.8,0.0,0.0,7968.0,54.0,18.0,113.0,84.0,39,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
867,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,506.0,63.0,51.0,67.6666666667,71.8,33.0,17.0,8553.0,23.0,2.0,90.0,35.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
